1/1000000000000000000	0.007744617978025175	4.599183748893079e-12	5.322397912220626e19	7.874285522172645e18	0.9641180555083273	0.05503198547641874	1.0000000000000002	0.7055606982755891	1.0000000000000002
1/1000000000000000000	0.0078361005487781	4.6442096937994476e-12	5.321207509116826e19	7.868521820240723e18	0.9641499321782443	0.05454124962533007	0.9999999999998301	0.7059958145546753	1.0000000000003912
1/1000000000000000000	0.007928663748785468	4.689809235336066e-12	5.320001529746253e19	7.862707173005088e18	0.9641815983071588	0.05405398983125915	0.9999999999998265	0.7064355782018982	1.0000000000004081
1/1000000000000000000	0.00802232034287861	4.735990186526656e-12	5.318779806661789e19	7.856841278097514e18	0.96421305396701	0.0535702034432875	0.9999999999998236	0.7068800348642891	1.000000000000425
1/1000000000000000000	0.008117083246672239	4.782760478012161e-12	5.31754217112833e19	7.850923833912577e18	0.9642442992568871	0.053089887358949414	0.9999999999998211	0.7073292305727688	1.0000000000004434
1/1000000000000000000	0.008212965528345533	4.8301281600457926e-12	5.316288453119976e19	7.844954539655565e18	0.9642753343026175	0.052613038031322515	0.9999999999998112	0.7077832117447649	1.0000000000004625
1/1000000000000000000	0.008309980410444312	4.8781014045267536e-12	5.315018481317468e19	7.838933095392063e18	0.9643061592563509	0.05213965147615731	0.9999999999998056	0.7082420251865987	1.0000000000004827
1/1000000000000000000	0.008408141271704464	4.92668850707266e-12	5.313732083105726e19	7.832859202097998e18	0.964336774296149	0.05166972327904593	0.9999999999997999	0.7087057180958632	1.0000000000005032
1/1000000000000000000	0.008507461648896965	4.975897889131443e-12	5.3124290845715735e19	7.826732561710042e18	0.9643671796255643	0.051203248602619815	0.9999999999997884	0.7091743380638182	1.0000000000005245
1/1000000000000000000	0.008607955238694594	5.025738100133542e-12	5.311109310501643e19	7.820552877176458e18	0.9643973754732236	0.05074022219377483	0.9999999999997911	0.7096479330777862	1.000000000000546
1/1000000000000000000	0.008709635899560796	5.076217819685253e-12	5.309772584380422e19	7.814319852508277e18	0.9644273620924081	0.050280638390924726	0.9999999999997808	0.710126551523554	1.0000000000005693
1/1000000000000000000	0.008812517653660807	5.127345859804273e-12	5.308418728388497e19	7.808033192830898e18	0.9644571397606317	0.04982449113126734	0.9999999999997735	0.7106102421877776	1.0000000000005935
1/1000000000000000000	0.00891661468879539	5.179131167197858e-12	5.307047563400987e19	7.80169260443602e18	0.9644867087792202	0.04937177395807175	0.9999999999997664	0.7110990542603964	1.0000000000006188
1/1000000000000000000	0.009021941360357347	5.231582825584943e-12	5.305658908986142e19	7.795297794833933e18	0.9645160694728878	0.04892248002797463	0.9999999999997575	0.7115930373370526	1.0000000000006444
1/1000000000000000000	0.009128512193311211	5.284710058063076e-12	5.30425258340416e19	7.788848472806159e18	0.9645452221893148	0.04847660211828581	0.9999999999997597	0.712092241421513	1.0000000000006724
1/1000000000000000000	0.009236341884196296	5.338522229520643e-12	5.302828403606175e19	7.782344348458423e18	0.9645741672987245	0.048034132634298086	0.9999999999997432	0.7125967169280953	1.0000000000007008
1/1000000000000000000	0.009345445303153387	5.3930288490961645e-12	5.3013861852334965e19	7.775785133273936e18	0.9646029051934598	0.04759506361659439	0.9999999999997372	0.7131065146841012	1.00000000000073
1/1000000000000000000	0.009455837495975443	5.448239572684817e-12	5.2999257426169905e19	7.769170540166985e18	0.9646314362875611	0.04715938674835817	0.9999999999997273	0.7136216859322553	1.0000000000007607
1/1000000000000000000	0.0095675336861824	5.504164205493671e-12	5.298446888776762e19	7.762500283536848e18	0.9646597610163431	0.04672709336267171	0.999999999999717	0.7141422823331446	1.0000000000007925
1/1000000000000000000	0.009680549277120604	5.5608127046465275e-12	5.296949435421975e19	7.755774079321951e18	0.9646878798359727	0.04629817444980675	0.9999999999997137	0.7146683559676656	1.0000000000008256
1/1000000000000000000	0.00979489985408697	5.618195181839394e-12	5.295433192950975e19	7.748991645054332e18	0.9647157932230489	0.045872620664503656	0.9999999999997006	0.7151999593394721	1.0000000000008609
1/1000000000000000000	0.009910601186478294	5.676321906047845e-12	5.293897970451586e19	7.742152699914358e18	0.9647435016741818	0.045450422333230704	0.9999999999996964	0.7157371453774292	1.0000000000008962
1/1000000000000000000	0.010027669229965857	5.735203306286756e-12	5.2923435757017e19	7.735256964785676e18	0.9647710057055743	0.04503156946142726	0.9999999999996836	0.7162799674380743	1.0000000000009333
1/1000000000000000000	0.010146120128695809	5.794849974424527e-12	5.290769815170077e19	7.728304162310424e18	0.9647983058526033	0.0446160517407217	0.9999999999996779	0.7168284793080739	1.0000000000009726
1/1000000000000000000	0.010265970217515524	5.855272668052029e-12	5.28917649401741e19	7.721294016944648e18	0.9648254026694058	0.044203858556127386	0.9999999999996655	0.7173827352066875	1.0000000000010132
1/1000000000000000000	0.0103872360242262	5.916482313407808e-12	5.287563416097666e19	7.714226255013943e18	0.964852296728462	0.04379497899320554	0.9999999999996543	0.717942789788233	1.0000000000010543
1/1000000000000000000	0.010509934271862155	5.9784900083609695e-12	5.28593038395967e19	7.707100604769268e18	0.9648789886201835	0.043389401845202	0.9999999999996487	0.7185086981445649	1.0000000000010993
1/1000000000000000000	0.010634081880996947	6.041307025452279e-12	5.284277198848981e19	7.699916796442994e18	0.9649054789525039	0.04298711562014667	0.9999999999996331	0.719080515807532	1.0000000000011442
1/1000000000000000000	0.010759695972076848	6.104944814995766e-12	5.282603660710035e19	7.692674562305057e18	0.9649317683504678	0.042588108547917725	0.9999999999996274	0.7196582987514644	1.0000000000011922
